Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
Australia,Rice,1998,1011.88,143.66,18.03,44100.2
Brazil,Sweet potatoes,1994,2339.55,23.78,21.19,56746.5
Egypt,Yams,2017,1883.18,49.44,33.78,39336.5
Mexico,Cassava,2023,2932.73,29.45,20.18,64626.1
Germany,Cassava,2012,443.69,85.1,34.9,55005.9
Germany,Wheat,2019,1041.8,16.9,22.79,39853.9
South Africa,Soybeans,2001,900.58,68.14,15.06,17408.0
Australia,Soybeans,2006,1764.33,79.95,12.52,13974.8
Egypt,Potatoes,2019,1659.29,70.59,36.6,80813.7
Indonesia,Sweet potatoes,1990,2963.32,30.65,37.02,27284.1
Germany,Rice,2011,1040.65,9.39,31.98,37465.1
China,Sorghum,1994,1617.77,70.35,22.82,14070.3
Indonesia,Plantains and others,2019,511.88,20.01,33.11,46873.0
India,Sorghum,2016,1647.46,108.59,18.5,20547.4
Mexico,Yams,1999,273.96,42.72,31.43,55843.0
Nigeria,Potatoes,1994,1518.21,6.87,34.95,69042.0
Egypt,Maize,2021,1948.2,207.62,33.81,37002.7
Canada,Potatoes,1993,426.42,65.92,14.78,202170.5
India,Yams,2018,2426.01,49.63,36.7,16997.6
Canada,Yams,2010,890.35,24.35,23.24,116205.2
Nigeria,Rice,2004,491.39,5.35,20.38,40776.5
India,Sweet potatoes,1994,2732.35,121.34,15.32,61365.4
Australia,Cassava,1991,2486.03,6.64,16.76,51119.0
Brazil,Sorghum,2016,2834.27,25.88,34.05,3269.4
China,Yams,2022,2262.38,13.61,27.5,40908.3
China,Soybeans,1992,898.9,32.83,13.68,14793.4
Australia,Potatoes,1993,2375.62,19.58,37.31,30188.0
India,Rice,2012,1485.7,49.5,19.29,49783.2
Mexico,Sweet potatoes,2008,1468.32,28.01,20.89,148188.7
Japan,Cassava,1998,968.75,103.52,24.68,111889.5
Mexico,Soybeans,2013,2199.17,15.02,36.38,7074.5
Germany,Sorghum,1994,1007.41,13.29,22.57,20413.4
Egypt,Soybeans,1992,1150.8,7.18,23.57,21958.2
Brazil,Plantains and others,2004,733.66,43.16,36.7,33140.3
Canada,Yams,2007,1979.87,33.01,35.6,34191.1
Australia,Sweet potatoes,2001,2949.15,62.57,32.28,33009.9
Australia,Soybeans,2014,2638.14,13.86,12.63,7823.0
Egypt,Maize,2020,2639.81,13.1,20.73,24523.4
Mexico,Potatoes,2023,415.69,24.79,37.36,64919.1
India,Maize,2021,2900.41,78.43,22.33,22100.8
Argentina,Sweet potatoes,1995,2257.18,84.5,33.18,27994.7
Japan,Yams,2005,635.25,16.98,32.87,38858.4
Canada,Soybeans,2018,1591.55,5.76,15.05,20913.8
Indonesia,Plantains and others,1998,323.32,33.27,31.67,48424.3
Indonesia,Yams,1994,1381.3,12.75,14.22,103946.8
Indonesia,Maize,2023,2591.17,6.6,34.58,17228.5
Australia,Yams,2016,875.37,13.35,20.77,135792.0
Nigeria,Soybeans,2001,1234.06,88.0,14.02,22491.5
Australia,Cassava,2008,2040.38,50.17,27.15,67772.7
United States,Yams,2020,880.49,64.49,24.48,140559.9
Australia,Sorghum,1994,2863.13,69.2,24.95,8330.9
Australia,Soybeans,2017,1967.21,40.76,32.15,17131.5
Nigeria,Potatoes,2015,573.32,133.08,12.88,213703.6
Canada,Wheat,1992,223.25,136.97,20.15,40974.3
France,Maize,2009,1862.72,74.67,36.75,20335.2
Canada,Plantains and others,2010,1990.96,50.32,30.39,53803.5
South Africa,Sorghum,1997,2702.33,59.06,20.08,6131.9
Japan,Rice,2009,721.63,40.79,31.9,41120.0
Brazil,Wheat,2011,726.57,26.57,35.12,15164.7
Germany,Sweet potatoes,1990,2240.72,42.45,14.58,64734.5
Argentina,Plantains and others,2018,2588.12,14.94,35.25,17514.4
Canada,Sweet potatoes,1999,1470.2,139.64,18.23,153897.9
India,Plantains and others,2011,2995.06,77.91,29.88,28172.7
Australia,Sweet potatoes,1995,1253.85,13.12,21.55,149610.5
United States,Cassava,1992,1504.71,6.04,14.52,98249.0
Japan,Cassava,1992,680.49,84.43,32.82,45632.2
Nigeria,Potatoes,1997,1855.16,56.87,30.53,118726.5
Japan,Rice,2022,529.53,5.5,30.06,40112.5
France,Rice,2001,2266.83,8.08,22.85,33425.3
Egypt,Maize,1991,1493.94,36.84,14.06,33824.7
Germany,Soybeans,2016,415.69,40.66,29.4,25468.2
Japan,Plantains and others,2006,2134.04,23.39,13.07,46598.5
Canada,Plantains and others,2006,1468.05,22.57,15.31,101549.9
Egypt,Wheat,2000,1935.67,87.0,20.81,31892.7
Argentina,Plantains and others,2005,492.69,39.43,30.25,63470.5
Brazil,Plantains and others,2000,692.42,11.08,37.74,29587.0
France,Wheat,2019,1202.61,46.68,17.42,41088.2
Canada,Rice,2003,2545.09,127.08,26.97,25290.2
United States,Sorghum,2008,2912.68,37.0,30.0,6399.2
Argentina,Rice,2008,550.34,43.05,20.17,44258.0
Egypt,Sorghum,2011,2464.86,42.76,15.71,10948.4
Brazil,Wheat,2012,1743.79,51.3,30.46,19209.3
United States,Yams,2022,1762.25,44.99,34.23,40903.9
France,Sorghum,1993,1824.4,61.41,15.03,14040.9
Indonesia,Sorghum,2017,860.97,111.17,31.88,12277.8
Brazil,Sweet potatoes,2023,474.51,27.25,16.02,159804.9
Canada,Sorghum,1994,1899.29,5.33,26.46,12601.9
Brazil,Sweet potatoes,2003,1737.94,42.88,29.03,75038.8
South Africa,Sorghum,2009,401.95,12.56,37.28,7641.1
Mexico,Cassava,1991,1215.45,19.43,34.2,49412.5
Brazil,Potatoes,2002,2753.4,102.52,35.25,25402.9
Brazil,Plantains and others,1994,2191.73,59.61,37.82,18469.9
Canada,Cassava,1995,2982.18,33.47,20.11,56024.2
France,Sweet potatoes,2011,2586.94,151.79,37.27,33394.4
Mexico,Cassava,1993,801.6,229.3,17.6,127919.1
France,Yams,2016,2305.87,5.89,32.48,23647.8
Brazil,Plantains and others,2018,259.9,14.24,21.99,87396.4
Germany,Cassava,1993,998.25,27.61,36.45,51119.3
Egypt,Potatoes,2015,2458.25,46.2,22.5,113841.6
Japan,Yams,1999,2510.14,91.69,19.35,40657.7
Indonesia,Cassava,2017,244.69,33.18,19.98,123076.8
Canada,Wheat,1992,1062.03,297.79,14.24,37749.8
Canada,Cassava,1990,1000.93,83.99,36.86,50293.3
Canada,Potatoes,2020,2272.32,91.37,32.77,45461.6
Canada,Potatoes,1990,1055.34,6.56,20.51,222840.6
Egypt,Potatoes,2005,233.6,60.3,27.05,197723.7
South Africa,Sweet potatoes,2018,506.64,21.3,16.11,172861.8
Nigeria,Wheat,2004,978.79,36.42,37.2,17223.2
China,Potatoes,2011,2677.42,135.33,29.09,59265.9
Japan,Cassava,1999,1000.69,7.52,25.08,80681.9
Nigeria,Maize,2005,770.29,149.09,37.13,27563.7
Indonesia,Soybeans,1995,2688.59,6.95,36.53,6446.2
Mexico,Sorghum,2016,481.89,88.02,37.6,7169.9
China,Sorghum,2002,309.68,59.52,36.34,7772.1
United States,Maize,1996,1201.38,8.12,16.67,42151.5
Argentina,Maize,1996,2383.26,103.13,34.58,13819.5
Nigeria,Cassava,2017,330.11,9.1,23.02,139484.7
France,Rice,2012,1616.76,69.78,13.12,29800.2
Germany,Maize,2014,2985.8,55.31,24.78,24901.5
Nigeria,Sweet potatoes,2013,1401.76,65.58,32.0,90940.3
Indonesia,Wheat,1991,2346.83,83.07,28.24,10351.0
France,Sweet potatoes,2015,1136.53,53.61,28.58,121669.2
Argentina,Soybeans,2017,2010.09,53.53,35.9,12367.8
France,Wheat,1990,2374.46,6.77,13.08,10163.6
United States,Yams,2014,2031.73,63.03,25.25,70627.5
Brazil,Sweet potatoes,2005,1517.66,12.85,23.76,122340.6
Indonesia,Sweet potatoes,2015,291.71,15.7,30.02,100527.4
Egypt,Rice,1998,1502.03,68.89,36.08,33679.8
United States,Plantains and others,2015,2649.25,56.12,14.71,44152.8
Japan,Plantains and others,2009,2549.53,62.92,24.11,35041.1
South Africa,Sweet potatoes,2009,2302.02,34.23,14.49,62666.9
Mexico,Plantains and others,2018,791.06,25.27,35.52,40469.8
France,Plantains and others,1994,519.09,226.35,22.55,96345.2
Brazil,Maize,2015,800.04,21.15,31.87,43594.7
Brazil,Potatoes,2023,1390.7,127.98,34.44,90190.7
India,Wheat,2011,2608.8,13.82,15.38,16494.5
United States,Maize,2003,231.98,21.47,16.46,41378.5
France,Maize,2005,1655.88,149.63,21.02,43335.9
Canada,Rice,2021,2773.19,22.64,37.23,11238.3
Canada,Yams,1993,2193.59,68.42,14.61,53052.2
Australia,Potatoes,1995,1161.84,36.93,31.37,92607.8
Egypt,Yams,2013,245.27,70.78,17.97,127424.5
Indonesia,Potatoes,1995,2719.91,29.43,30.15,58087.6
United States,Yams,2020,2950.92,31.9,25.08,46003.0
China,Wheat,2007,2668.08,36.23,20.8,14647.5
Japan,Sorghum,2012,873.61,127.28,24.06,17274.2
China,Wheat,2013,2268.73,231.58,13.18,15558.7
Canada,Soybeans,2020,2389.65,115.55,23.63,14656.8
Nigeria,Cassava,2000,2758.33,251.56,28.06,44909.4
China,Cassava,1991,2921.39,31.26,17.56,34422.5
Australia,Rice,1992,2583.78,17.52,20.24,20469.7
India,Potatoes,2012,1106.23,17.55,20.76,214478.1
Mexico,Potatoes,1990,807.8,56.08,16.71,197525.6
Nigeria,Sorghum,2008,1711.92,64.88,35.68,8102.6
Nigeria,Soybeans,2018,561.03,8.36,21.8,31895.5
Argentina,Maize,2018,2423.39,19.43,28.51,20635.9
Nigeria,Potatoes,2016,364.28,6.38,34.33,90892.7
Nigeria,Yams,1999,960.26,64.06,15.24,122417.0
Argentina,Soybeans,2010,2589.36,15.18,29.19,8439.8
Japan,Sorghum,2004,2284.44,114.66,28.71,6187.9
Brazil,Potatoes,2006,365.19,129.43,36.44,81513.1
Japan,Sorghum,1992,1517.61,10.26,22.34,14956.5
South Africa,Sweet potatoes,1996,2726.06,95.38,12.25,50312.0
India,Soybeans,2015,1603.24,10.27,20.87,24755.2
Egypt,Yams,1993,1055.42,76.69,24.54,104892.3
Germany,Sorghum,2013,2067.46,7.93,18.91,13665.7
Brazil,Wheat,2005,1537.87,49.93,13.72,28761.3
Indonesia,Wheat,1991,2860.42,80.23,17.63,15429.4
Canada,Sorghum,2005,2842.19,65.26,21.56,8180.5
South Africa,Rice,2015,1226.91,40.35,24.2,64764.3
Mexico,Rice,2002,1785.35,142.47,31.41,38774.8
United States,Soybeans,2012,1139.06,78.38,37.28,14576.7
Mexico,Maize,2001,2154.05,122.4,18.4,26064.9
Mexico,Rice,2007,1463.74,90.82,18.15,45846.9
South Africa,Potatoes,1992,1385.52,68.1,19.14,152065.7
Japan,Potatoes,1998,1816.53,40.93,34.68,52667.6
Indonesia,Yams,2012,2445.79,68.48,24.27,51839.4
Mexico,Wheat,2001,576.93,75.52,14.97,36956.1
Japan,Yams,2014,2321.58,38.72,32.35,22037.3
Australia,Rice,2009,2943.96,19.11,36.82,10701.4
Nigeria,Plantains and others,2015,1388.76,95.73,32.1,56575.9
Germany,Cassava,2004,1645.66,22.82,16.69,109635.0
France,Cassava,1990,1864.22,54.52,24.47,84244.0
Egypt,Maize,1990,2173.47,27.02,27.42,27778.7
United States,Maize,2023,2386.3,103.4,35.19,16875.5
China,Plantains and others,2004,2625.15,92.66,25.6,35895.1
China,Potatoes,2019,580.24,31.8,28.27,165721.1
Mexico,Sweet potatoes,2018,1987.08,30.94,14.9,101388.9
Indonesia,Plantains and others,2005,2204.92,112.18,27.37,49495.7
Brazil,Soybeans,2005,2062.78,15.8,22.19,17410.7
Argentina,Sweet potatoes,1995,466.3,29.46,19.3,147651.2
Germany,Soybeans,1991,1507.01,96.07,30.24,20016.3
Japan,Sorghum,2003,1129.04,15.96,25.48,17638.2
India,Yams,2014,2951.09,87.45,36.73,19745.0
India,Rice,2010,904.35,143.88,13.04,27366.9
Egypt,Plantains and others,2021,1431.87,58.54,12.67,106707.6
Argentina,Cassava,2022,722.76,40.1,22.96,151257.7
Japan,Rice,1996,2336.88,32.16,31.32,22807.3
Mexico,Wheat,1998,402.07,77.81,12.49,27002.3
South Africa,Cassava,1997,2298.26,55.66,29.48,31945.6
Nigeria,Sweet potatoes,2019,1509.12,13.13,28.47,136162.1
Nigeria,Yams,1990,1162.02,21.9,24.77,92883.8
Argentina,Wheat,1998,2800.72,46.95,25.68,12154.6
China,Cassava,2006,2720.08,6.75,21.33,43797.7
China,Sweet potatoes,2016,1044.81,24.18,31.05,94962.9
Egypt,Soybeans,2010,1646.83,170.74,15.37,24500.8
Japan,Soybeans,1996,2076.88,46.22,20.01,14287.6
India,Rice,2003,2208.56,59.74,18.73,30840.7
Nigeria,Soybeans,2004,820.73,20.77,25.23,31823.9
China,Cassava,1993,468.71,27.86,18.35,102664.9
South Africa,Plantains and others,2009,1835.08,20.18,19.17,61774.0
United States,Rice,1990,1408.05,77.32,36.37,26322.2
Egypt,Yams,2014,2146.15,59.51,22.97,71045.7
Nigeria,Wheat,1991,2868.62,38.8,24.28,13852.5
South Africa,Cassava,2017,1232.89,14.86,21.23,114198.9
Indonesia,Rice,1990,478.5,14.16,16.08,33408.8
South Africa,Cassava,1994,2040.77,30.52,31.03,39475.7
France,Rice,2014,2731.06,39.11,31.23,19379.9
India,Rice,2009,2471.21,83.06,29.92,26798.9
United States,Yams,1998,1991.58,25.19,34.88,29239.8
Egypt,Maize,1998,2487.6,29.37,15.69,20766.3
Argentina,Sweet potatoes,2023,774.32,55.41,14.66,170462.1
Argentina,Sweet potatoes,2019,1713.07,65.42,27.15,106196.1
United States,Maize,2013,204.24,9.88,21.88,52578.9
Argentina,Rice,1990,1608.13,12.1,19.57,37929.8
Canada,Potatoes,2000,1803.26,21.99,34.6,67055.4
Argentina,Sweet potatoes,1994,2612.36,6.43,19.37,57663.0
Indonesia,Potatoes,2004,2758.92,122.15,28.0,75014.1
United States,Yams,1990,1307.73,41.19,32.23,50869.5
Brazil,Soybeans,2014,1126.14,56.37,29.5,26794.3
Canada,Rice,2015,923.17,54.09,24.26,66146.8
Canada,Cassava,1993,2595.88,158.22,15.3,56547.2
United States,Maize,2016,1547.83,17.62,35.32,33002.9
Indonesia,Cassava,1999,1622.89,53.65,21.89,109553.7
Indonesia,Maize,2013,1976.39,33.4,16.78,35335.9
Japan,Yams,1991,2937.41,187.81,37.52,16412.1
Indonesia,Cassava,2014,662.25,59.12,12.78,136322.3
Nigeria,Maize,2016,1871.7,111.76,14.2,31385.5
United States,Soybeans,2007,1175.37,13.6,33.08,20306.9
Brazil,Wheat,2005,879.77,11.91,16.47,25864.3
Mexico,Wheat,2021,1012.0,153.75,17.52,41666.7
Germany,Soybeans,2021,1557.44,84.58,21.93,28711.7
Mexico,Sorghum,2005,237.78,45.52,34.14,7034.2
South Africa,Sorghum,1996,2567.26,39.05,20.14,7739.0
Nigeria,Sweet potatoes,2008,694.5,56.36,12.6,160870.2
Indonesia,Yams,1997,2794.18,22.46,23.01,41887.9
Nigeria,Plantains and others,2001,1573.2,60.2,16.45,91334.2
Mexico,Plantains and others,2016,422.99,15.56,18.57,92763.2
France,Maize,1995,1944.57,77.72,31.98,25416.6
Japan,Rice,2018,2355.48,45.91,12.28,17356.9
Canada,Yams,2011,2571.39,14.01,26.16,43428.4
Indonesia,Plantains and others,2021,1062.31,23.97,15.96,107705.1
China,Plantains and others,2019,249.25,34.03,25.29,72294.7
India,Yams,2015,2299.48,73.16,21.19,46172.8
United States,Yams,2013,1372.23,235.58,14.85,126524.4
Canada,Rice,2013,1339.9,18.23,21.26,58529.2
Germany,Rice,1999,980.45,17.12,22.95,46578.4
Japan,Yams,2021,429.01,38.16,15.64,107813.1
India,Yams,2013,1354.47,23.77,12.39,98019.5
Indonesia,Sweet potatoes,2010,2339.38,74.5,32.22,39587.2
Australia,Plantains and others,1991,2287.36,50.52,21.53,42212.5
India,Rice,2016,685.78,6.24,20.22,41419.7
Canada,Sorghum,2018,1566.8,9.93,35.2,8399.3
France,Potatoes,1994,2131.09,97.88,26.15,95165.0
China,Wheat,2002,364.49,54.38,37.53,13393.7
France,Soybeans,2019,874.77,18.76,35.53,17422.2
Germany,Sweet potatoes,2006,1196.2,113.31,28.99,119983.3
South Africa,Sorghum,2005,1018.98,48.32,25.04,16873.2
Australia,Soybeans,1991,1404.44,120.79,20.54,24023.1
Argentina,Wheat,2015,1697.88,16.73,15.89,27303.6
Argentina,Yams,2017,1347.4,13.42,36.69,46606.4
Japan,Cassava,2017,430.33,132.16,28.22,90093.4
Nigeria,Soybeans,2000,1902.75,19.13,17.01,16152.2
Japan,Soybeans,1998,2903.29,11.02,30.33,8972.6
Japan,Potatoes,2005,2482.99,15.04,16.58,69538.8
Egypt,Plantains and others,2021,2680.16,34.99,22.75,48464.8
Australia,Wheat,1991,449.29,144.95,29.01,25314.2
Nigeria,Sweet potatoes,1994,1230.66,77.44,21.4,150423.4
Brazil,Plantains and others,2019,2610.7,45.42,14.29,37287.8
France,Cassava,2019,2652.26,50.24,16.58,56111.5
Nigeria,Potatoes,2002,299.08,32.74,34.41,91868.8
Indonesia,Potatoes,2001,1227.39,93.91,20.64,219069.1
Australia,Potatoes,1999,1843.19,210.38,22.66,159385.9
France,Soybeans,2023,2404.65,20.14,31.99,10748.9
Brazil,Soybeans,1998,1644.87,48.35,23.07,20735.9
Egypt,Maize,2016,2200.41,66.42,22.97,31079.2
India,Wheat,1999,2613.43,26.97,16.15,15264.6
Germany,Rice,2000,1157.53,50.32,32.51,34481.5
Argentina,Rice,1996,563.76,24.0,13.49,28730.4
Brazil,Cassava,2014,2791.25,10.37,33.25,19617.5
Brazil,Yams,1993,2452.14,8.85,26.9,31776.1
Australia,Rice,2015,2245.06,49.73,33.56,30393.1
Brazil,Rice,2021,1029.67,11.11,16.48,41211.1
Japan,Plantains and others,2014,1906.85,9.17,15.72,60840.7
Mexico,Sweet potatoes,2020,2530.45,41.64,30.33,40787.1
France,Maize,1999,1281.99,167.51,13.05,35825.7
Australia,Maize,2009,1357.67,111.65,26.22,52683.9
Brazil,Maize,2002,835.35,14.32,18.5,41325.6
Germany,Sorghum,1996,1542.22,10.79,13.19,15699.6
Mexico,Potatoes,2020,1928.3,12.76,23.28,149896.6
United States,Sorghum,2015,2852.8,22.8,23.01,9882.9
India,Potatoes,2000,1744.08,13.54,24.34,146270.1
India,Maize,2023,1801.92,7.75,34.11,33929.9
South Africa,Wheat,2002,1000.91,40.13,12.19,34181.0
Mexico,Sweet potatoes,2010,1576.85,10.88,30.25,70904.9
Japan,Wheat,2000,1251.47,23.04,19.5,32069.3
Germany,Potatoes,2000,1192.61,46.27,34.46,73894.6
India,Cassava,2023,2009.0,10.75,28.04,63148.1
South Africa,Sweet potatoes,1993,1984.43,21.96,20.7,89475.3
South Africa,Cassava,2015,1467.12,43.89,21.6,121271.0
Indonesia,Cassava,1993,2905.34,90.37,21.46,54603.3
Mexico,Potatoes,1993,1468.12,51.88,30.58,101607.8
China,Cassava,2015,917.4,33.41,26.69,109580.5
Mexico,Soybeans,2011,2488.27,191.34,30.31,10360.3
Canada,Rice,2001,605.05,98.14,33.38,29727.6
Brazil,Sweet potatoes,2004,798.07,12.56,35.27,58232.5
Japan,Rice,1997,1485.01,41.84,34.7,28859.1
Germany,Sorghum,2017,1954.95,13.68,13.78,16604.7
Japan,Wheat,2015,1043.04,41.33,16.85,41704.1
Egypt,Yams,2022,2341.1,34.78,19.25,51256.9
Australia,Potatoes,2019,1383.72,117.45,33.57,107341.6
Indonesia,Sweet potatoes,2004,2323.89,50.76,25.51,69686.4
Argentina,Yams,2023,672.15,6.01,36.21,52137.7
Egypt,Sweet potatoes,2007,718.4,156.58,23.17,194562.4
Argentina,Wheat,1991,639.63,8.11,28.3,24821.1
India,Plantains and others,2023,2828.99,17.88,21.69,42458.7
India,Wheat,2016,2779.63,83.18,35.68,7045.5
Canada,Wheat,2019,2907.72,48.99,16.5,17582.7
Egypt,Yams,2009,1326.94,24.66,29.04,89080.8
United States,Plantains and others,2021,1497.63,58.77,30.09,64724.7
Egypt,Sorghum,2021,1460.66,30.19,34.96,10827.7
India,Sweet potatoes,2007,2105.19,14.42,34.87,33163.5
Egypt,Sweet potatoes,1998,2025.79,35.0,33.0,46895.8
Argentina,Soybeans,2001,1925.16,39.63,12.6,12689.3
France,Maize,2002,1621.6,124.85,22.61,46135.2
Brazil,Maize,2006,1559.81,21.35,14.99,33729.5
France,Maize,2010,877.78,10.11,32.27,40055.1
Mexico,Yams,1990,2338.74,77.23,25.72,33211.2
Indonesia,Maize,1990,2095.36,70.81,31.02,25015.5
China,Soybeans,2013,908.84,203.47,22.48,29951.3
India,Yams,1995,2489.62,23.16,21.83,41653.8
France,Plantains and others,2008,651.74,15.57,26.24,85744.8
Germany,Plantains and others,1998,734.16,7.78,13.78,85592.1
United States,Potatoes,1997,1511.6,79.07,36.25,74593.2
South Africa,Soybeans,2012,993.1,24.41,27.48,27416.8
South Africa,Potatoes,2023,2335.06,12.19,21.05,90827.5
Nigeria,Yams,2015,1942.53,106.33,12.9,77975.4
China,Yams,2018,1438.48,40.55,12.07,89740.9
South Africa,Maize,2011,1315.71,111.31,12.74,31010.1
United States,Potatoes,2008,1843.81,77.17,13.84,144942.1
United States,Wheat,2003,1839.66,22.7,14.77,25656.0
China,Plantains and others,2009,367.27,14.53,16.49,80233.7
South Africa,Sorghum,1993,334.41,69.03,12.76,14656.2
China,Sweet potatoes,2013,865.14,48.29,18.81,169476.3
Japan,Rice,1996,1406.05,26.41,30.94,34264.5
Canada,Yams,2010,1501.59,8.87,33.76,51321.5
Argentina,Maize,2002,854.07,5.31,29.28,45859.6
Mexico,Sorghum,2019,1538.14,34.95,13.59,17092.9
South Africa,Sweet potatoes,2001,1149.4,82.61,22.86,136642.5
Canada,Soybeans,2001,2237.15,193.7,30.32,14716.1
India,Rice,1999,1756.34,79.48,26.5,42336.3
Argentina,Cassava,2021,335.9,17.38,35.56,56760.9
France,Wheat,1992,679.55,110.03,18.87,35637.7
Mexico,Sorghum,2004,480.76,11.12,24.05,18752.0
Canada,Wheat,1991,1926.11,44.41,24.54,23950.0
France,Plantains and others,2006,1791.1,20.36,21.61,71308.3
Egypt,Rice,1990,681.35,45.67,36.08,26888.1
India,Maize,2007,1287.3,29.17,27.62,56333.0
Nigeria,Maize,2023,2855.99,18.69,26.62,23588.1
Germany,Soybeans,2021,1192.95,17.94,21.33,27726.7
Australia,Potatoes,2012,377.6,282.77,34.4,103352.2
France,Potatoes,1996,832.24,110.96,26.43,175132.8
China,Plantains and others,2014,2842.92,30.14,18.21,40824.7
India,Soybeans,1996,1130.88,91.78,37.13,11996.1
Australia,Cassava,2013,2755.53,49.68,16.11,55554.7
Argentina,Soybeans,2023,237.12,36.76,36.18,15438.1
Mexico,Sorghum,2017,1464.89,93.37,25.5,17990.2
Nigeria,Plantains and others,2022,2045.31,65.89,18.84,78537.7
South Africa,Wheat,2014,1344.7,118.47,24.93,30796.0
Japan,Maize,1998,2323.52,31.55,33.2,13363.6
India,Maize,2012,1312.33,66.35,21.82,57856.3
Mexico,Plantains and others,2000,2540.48,209.2,31.91,21136.6
Egypt,Rice,2016,2846.8,20.89,15.84,16553.1
France,Potatoes,2000,2434.82,64.28,36.06,31671.8
Argentina,Sweet potatoes,1998,639.16,15.7,13.84,128566.3
India,Maize,2009,589.76,85.21,16.59,45953.8
Canada,Potatoes,2018,2354.26,41.76,20.16,106738.7
Indonesia,Rice,2021,2624.25,53.55,20.61,23752.8
Australia,Yams,1994,586.71,46.84,36.54,42731.4
Mexico,Rice,2022,1066.02,51.61,35.0,31174.9
Mexico,Sweet potatoes,1998,1515.79,10.03,20.74,124498.2
Japan,Maize,1993,2910.11,66.69,21.52,18997.6
Japan,Soybeans,2004,1266.31,62.49,22.61,22820.1
Canada,Rice,2012,2676.47,5.85,28.78,23825.0
Mexico,Wheat,2015,1660.97,7.19,29.92,21789.0
Indonesia,Rice,1991,2221.58,42.22,35.98,20065.9
France,Sweet potatoes,2010,2428.42,44.03,16.74,67189.1
India,Yams,2015,1345.53,24.92,15.76,117820.7
United States,Sweet potatoes,1992,2460.63,112.64,16.38,70376.3
Mexico,Rice,2022,1051.82,24.33,35.19,30895.2
South Africa,Potatoes,1995,735.41,33.48,36.93,64810.5
Egypt,Cassava,2005,2300.58,74.44,33.31,22037.8
Argentina,Sweet potatoes,1994,1056.08,27.63,33.21,59543.4
India,Wheat,2009,2777.13,113.14,32.91,6942.1
United States,Sweet potatoes,1999,2066.92,212.2,13.71,101467.7
France,Potatoes,1992,432.1,9.11,21.66,195615.5
South Africa,Sorghum,2021,629.9,93.31,25.73,20399.0
Japan,Maize,1993,594.34,20.0,18.56,39361.9
Indonesia,Sweet potatoes,2007,2700.45,63.9,25.74,75009.2
Germany,Sweet potatoes,1994,2976.2,27.26,33.34,23119.1
United States,Maize,2004,2576.83,77.19,23.32,22027.5
Brazil,Wheat,1999,2586.72,73.2,34.86,6143.1
Germany,Wheat,1996,2187.58,25.21,36.45,6626.4
Australia,Cassava,2017,1285.36,10.51,27.59,117105.5
United States,Maize,2006,1883.33,22.4,20.55,36439.2
France,Soybeans,1991,2161.56,13.17,22.37,10969.0
Nigeria,Rice,2003,652.21,39.73,18.81,46778.0
South Africa,Wheat,2016,2034.95,77.87,24.99,21834.5
Mexico,Potatoes,1994,1002.65,157.82,29.59,130922.6
Nigeria,Soybeans,2005,458.87,80.86,14.17,20599.8
Australia,Sorghum,2021,1951.45,110.09,29.55,11265.7
Germany,Plantains and others,2001,457.4,7.81,13.39,85152.7
India,Yams,1998,1330.96,91.92,17.68,102970.8
Egypt,Wheat,2009,458.83,108.63,30.91,23841.5
Mexico,Cassava,1992,401.05,51.43,18.66,108529.8
Indonesia,Soybeans,2011,1403.48,41.45,15.22,24315.6
Brazil,Plantains and others,2009,2638.46,30.87,25.39,34154.4
China,Maize,1997,2925.89,92.08,28.47,18396.8
Mexico,Soybeans,2023,1188.19,7.46,13.61,19533.1
Indonesia,Rice,2011,2372.01,30.91,20.07,33444.8
India,Plantains and others,1997,1103.1,57.91,37.98,33827.8
Australia,Yams,1998,1009.03,10.29,32.18,49369.6
Argentina,Potatoes,2020,2153.7,80.59,14.28,121478.1
Australia,Rice,1991,2309.12,58.6,30.8,26480.5
Egypt,Cassava,2016,1309.77,72.55,37.11,59319.3
Japan,Potatoes,2007,1267.46,63.08,28.78,129625.0
China,Rice,2006,2650.74,15.92,35.69,12981.6
Germany,Sorghum,2000,2659.89,49.28,14.18,8224.7
China,Cassava,2021,1059.47,7.13,37.87,46869.9
Argentina,Maize,1999,1100.06,16.75,18.59,45392.5
Indonesia,Wheat,1999,1239.64,26.91,22.55,35420.3
India,Sorghum,1999,466.27,52.74,33.24,7769.1
United States,Plantains and others,2008,2901.96,80.81,13.55,40624.8
